test_f1,test_acc,test_auc,val_auc,k,dataset,layer,sae_id,reg_type,binarize
0.6154363243219019,0.6153846153846154,0.6581047157970235,0.886,16,5_hist_fig_ismale,24,layer_24/width_16k/standard,l1,False
0.6880387669942118,0.6889632107023411,0.802223417608033,0.9896,128,5_hist_fig_ismale,24,layer_24/width_16k/standard,l1,False
0.792722320341189,0.802675585284281,0.802626860319168,0.9468,16,5_hist_fig_ismale,24,layer_24/width_16k/topk_32,l1,False
0.7892976588628763,0.7892976588628763,0.9008427469965932,0.9863999999999999,128,5_hist_fig_ismale,24,layer_24/width_16k/topk_32,l1,False
0.526789000473211,0.6,0.7744888888888889,0.9655999999999999,16,73_control-group,24,layer_24/width_16k/standard_new,l1,False
0.5837099464042469,0.6366666666666667,0.7902222222222222,0.9884,128,73_control-group,24,layer_24/width_16k/standard_new,l1,False
0.6988343116297197,0.7166666666666667,0.8279333333333333,0.9408000000000001,16,73_control-group,24,layer_24/width_16k/topk_32,l1,False
0.6320643642072213,0.6666666666666666,0.6771111111111111,0.968,128,73_control-group,24,layer_24/width_16k/topk_32,l1,False
0.7491946361092843,0.75,0.8128888888888888,0.9608,16,6_hist_fig_isamerican,24,layer_24/width_16k/standard,l1,False
0.7895927601809954,0.7933333333333333,0.8858666666666666,0.9795999999999999,128,6_hist_fig_isamerican,24,layer_24/width_16k/standard,l1,False
0.6701902748414377,0.6966666666666667,0.6601777777777779,1.0,16,67_social-security,24,layer_24/width_16k/topk_32,l1,False
0.658586130520442,0.69,0.7928,1.0,128,67_social-security,24,layer_24/width_16k/topk_32,l1,False
0.6059297536979161,0.61,0.6396456552706552,0.6331313131313131,16,7_hist_fig_ispolitician,24,layer_24/width_16k/topk_32,l1,False
0.6363234231731036,0.6366666666666667,0.6744123931623931,0.6953535353535354,128,7_hist_fig_ispolitician,24,layer_24/width_16k/topk_32,l1,False
0.34482557800943453,0.5,0.5980000000000001,0.9052000000000001,16,66_living-room,24,layer_24/width_16k/standard_new,l1,False
0.4316217449627304,0.5433333333333333,0.7194222222222222,0.9944000000000001,128,66_living-room,24,layer_24/width_16k/standard_new,l1,False
0.6777142857142856,0.6866666666666666,0.7999555555555556,1.0,16,67_social-security,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.6846618086475889,0.7033333333333334,0.8377333333333334,1.0,128,67_social-security,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.602629513343799,0.64,0.6301333333333334,0.9695999999999999,16,66_living-room,24,layer_24/width_16k/topk_32,l1,False
0.46697324414715724,0.5466666666666666,0.5411555555555555,0.984,128,66_living-room,24,layer_24/width_16k/topk_32,l1,False
0.7560568086883876,0.7566666666666667,0.8150666666666666,0.9611999999999999,16,6_hist_fig_isamerican,24,layer_24/width_16k/p_anneal,l1,False
0.7867563267931085,0.79,0.8865777777777778,0.9795999999999999,128,6_hist_fig_isamerican,24,layer_24/width_16k/p_anneal,l1,False
0.5913482960115084,0.6433333333333333,0.7400888888888888,1.0,16,67_social-security,24,layer_24/width_16k/jumprelu_32,l1,False
0.5913482960115084,0.6433333333333333,0.8131111111111111,1.0,128,67_social-security,24,layer_24/width_16k/jumprelu_32,l1,False
0.41902499483577776,0.5,0.5421555555555556,0.7652,16,90_glue_qnli,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
0.48519948519948525,0.52,0.5651555555555555,0.7739999999999999,128,90_glue_qnli,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False
