test_f1,test_acc,test_auc,val_auc,k,dataset,layer,sae_id,reg_type,binarize,num_train
0.48950085669808857,0.5236416424720033,0.5404812829900836,0.6666666666666666,16,52_virtue_is,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False,7
0.3333333333333333,0.5,0.5,0.5,128,52_virtue_is,24,layer_24/width_16k/matryoshka_batch_topk_32,l1,False,7
0.6966533081928387,0.6975537435137139,0.759061435322563,0.9398148148148149,16,24_headline_isiran,24,layer_24/width_16k/jumprelu_32,l1,False,38
0.7485373515434096,0.7509266123054115,0.8478492141993625,0.8703703703703703,128,24_headline_isiran,24,layer_24/width_16k/jumprelu_32,l1,False,38
0.656078459630106,0.6576649746192893,0.7152648804252573,0.6527777777777778,16,36_sciq_tf,24,layer_24/width_16k/topk_32,l1,False,74
0.6419728021578426,0.6420304568527919,0.6925292047732929,0.8458994708994708,128,36_sciq_tf,24,layer_24/width_16k/topk_32,l1,False,74
0.6210941461564393,0.621328889814622,0.6848271553519367,0.9184210526315789,16,48_cm_correct,24,layer_24/width_16k/standard,l1,False,198
0.6406842843599713,0.6411164340762341,0.6984895182562821,0.9,128,48_cm_correct,24,layer_24/width_16k/standard,l1,False,198
0.47686388867292856,0.47765083183002605,0.4951198306798039,0.6,16,54_cs_tf,24,layer_24/width_16k/batch_topk_32,l1,False,10
0.49273651297394083,0.49969933854479853,0.48257477264071047,0.88,128,54_cs_tf,24,layer_24/width_16k/batch_topk_32,l1,False,10
0.45393771917285214,0.49424136204306457,0.455669095949657,1.0,16,61_wikidata_occupation_isactor,24,layer_24/width_16k/standard_new,l1,False,2
0.5657021489591605,0.5678517776664997,0.5872987215672586,1.0,128,61_wikidata_occupation_isactor,24,layer_24/width_16k/standard_new,l1,False,2
0.8142025037249884,0.8144712430426716,0.8770989119925588,0.93000693000693,16,60_wikidata_occupation_isathlete,24,layer_24/width_16k/gated,l1,False,382
0.7990049785663743,0.7990105132962276,0.8680163751851081,0.9410949410949411,128,60_wikidata_occupation_isathlete,24,layer_24/width_16k/gated,l1,False,382
0.8111143684235533,0.8111769686706182,0.8909861617868582,0.9090909090909092,16,57_wikidatais_alive,24,layer_24/width_16k/topk_32,l1,False,275
0.8307489329985269,0.8308636748518204,0.9038451749081027,0.9352617079889808,128,57_wikidatais_alive,24,layer_24/width_16k/topk_32,l1,False,275
0.8694992317775799,0.869582745414231,0.9342750061759696,0.9722222222222223,16,6_hist_fig_isamerican,24,layer_24/width_16k/topk_32,l1,False,38
0.8919213010924062,0.8919572666801048,0.9482052307212232,1.0,128,6_hist_fig_isamerican,24,layer_24/width_16k/topk_32,l1,False,38
